lemma,bedeutung,sachgruppe
Hasenhacht,Kaninchenzüchter,4120
Hasenhannes,Kaninchenzüchter,4120
Hasenhannlein,Kaninchenzüchter,4120
Hasenheinerlein,Kaninchenzüchter,4120
Hasenheinlein,Kaninchenzüchter,4120
Hasenheinz,Kaninchenzüchter,4120
Hasenheinz,Hasenmännchen,4110
Hasenheinz,männlicher Stallhase,4120
Hasenherrlein,Kaninchenzüchter,4120
Hasenhengst,Kaninchenzüchter,4120
Hasenherz,ängstliches Gemüt,6270
Hasenhöck,Kaninchenzüchter,4120
Hasenhök,Kaninchenzüchter,4120
Hasenkarnickel,Kaninchenzüchter,4120
Hasenjagd,Vertreibung ?,7030
Hasenjagd,Hetzjagd auf Hasen (in Redensart),6540
Hasenkraut,Kleeart,7450
Hasenkuh,weibliches Kaninchen,4120
Hasenkuh,weiblicher Stallhase,4110
Hasenkuh,Stallhase,4120
Hasenkuh,weiblicher Stallhase (in Redensart),5350
Hasenkuhhöck,"Kaninchenzüchter, Kaninchenhändler",4120
Hasenkuhhök,"Kaninchenzüchter, Kaninchenhändler",4120
Hasenkuhnarr,Kaninchenzüchter,4120
Hasenkuhwamser,Kaninchenzüchter,4120
Hasenkuhzüchter,Kaninchenzüchter,4120
Hasenkönig,Kaninchenzüchter,4120
Hasenlager,infolge unsorgfältigen Pflügens ungepflügt stehengebliebener Streifen,7430
Hasenleicht-Peter,"Tölpel, Einfaltspinsel",6117
Hasenleichtbeter,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Hasenleiter,Jägerstand,7550
Hasenlorbeerlein,Hasenkot,4130
Hasenlorbeeren,Hasenkot,4130
Hasenläufer,Wildwechsel,7550
Hasenmachen,Hasen zeugen,5350
Hasenmann,männlicher Hase,4120
Hasenmann,"Mann (pejor): Mann, der sich von seiner Frau alles gefallen lässt",6121
Hasenmann,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Hasenmann,"Mann, dessen Frau untreu ist",6120
Hasenmann,Kaninchenzüchter,4120
Hasenmann,energieloser Mann,6121
Hasenmann,männlicher Hase (in Redensart),6333
Hasenmann,"Männlein, aufgerichtetes Sitzen von Tieren",4020
Hasenmann,männlicher Stallhase,4120
Hasenmann,unbedeutender Mann,7010
Hasenmatz,Kaninchenzüchter,4120
Hasenmelker,Kaninchenzüchter,4120
Hasenmaul,Mund (pejor),5200
Hasenmorlein,Hasenzüchter,4120
Hasenmutter,Kaninchenzüchterin,4120
Hasenmädlein,Anrede unter Verliebten,6332
Hasenmännlein,Kaninchenzüchter,4120
Hasenmännlein,"Mann, dessen Frau untreu ist",6120
Hasenmännlein,"Männlein, aufgerichtetes Sitzen von Tieren",5500
Hasennarr,leidenschaftlicher Kaninchenzüchter,4120
Hasennest,Osternest,8850
Hasennestlein,Osternest,8850
Hasenohr,Samtnelke,3500
Hasenohr,Bovist,3510
Hasenohren,Spinat,3400
Hasenosterei,Osterei,8850
Hasenpanier,Reißaus,5532
Hasenpanier,Flucht (in Redensart),5532
Hasenpelz,Hasenfell,4130
Hasenpeter,mürrischer Mensch,6116
Hasenpfeffer,Hasenklein (Speise),5911
Hasenpfeffer,"Hasenkein, Haseninnereien",5911
Hasenpfiffer,Pilzart,3510
Hasenpfiffer,Fette Henne (Pilzart),3510
Hasenpfiffer,Ziegenbart (Pilzart),3510
Hasenpfiffer,Bovist,3510
Hasenpfädlein,unbestellter Streifen Acker infolge schlampigen Säens,7440
Hasenpoppelein,Hasenkot,4130
Hasenpupperer,"Hasenzüchter; Person, die Hasen hält, um die Versorgung zu verbessern (Spott)",7400
Hasenpämperlein,Hasenkot (in Redensart),4130
Hasenpärlein,verliebtes Paar,7300
Hasenpöppelein,Hasenkot,4130
Hasenpöppelein,Hasenkot (in Redensart),4130
Hasenrammler,Kaninchenzüchter,4120
Hasenraucher,Bovist,3510
Hasenraucherlein,Bovist,3510
Hasenscharte,gespaltene Oberlippe,5210
Hasenscharte,Hasenscharte (Missbildung),5210
Hasenscharte,Wolfsrachen (Mißbildung) ?,5210
Hasenscheißer,ängstlicher Mensch,6111
Hasenschnee,"niedriger Schnee, in dem man Tierspuren sieht",2200
Hasenschneelein,"niedriger Schnee, in dem man Tierspuren sieht",2200
Hasenschote,leidenschaftlicher Kaninchenzüchter,4120
Hasenschwanz,Hasenschwanz (in Redensart),4130
Hasenschwanz,Familienname,7110
Hasenschwänzlein,Hasenschwanz,4130
Hasenschänzlein,Hasenschwanz (in Redensart),4130
Hasenspur,unbestellter Streifen Acker infolge schlampigen Säens,7440
Hasenstall,Hasenstall,4030
Hasenstall,Kaninchenstall (in Redensart),5430
Hasensteig,"Waldpfad, Wildwechsel",7810
Hasensteige,Jägerstand,7550
Hasenstäubling,Bovist,3510
Hasentabak,Bovist,3510
Hasentreiben,Treibjagd auf Hasen,7550
Hasenvater,Kaninchenzüchter,4120
Hasenvater,"spöttisch für Mann mit abstehenden Ohren, der einen Rückentragkorb trägt",5210
Hasenvogt,Kaninchenzüchter,4120
Hasenwasser,Limonade,5920
Hasenweg,"Waldpfad, Wildwechsel",7810
Hasenwegel,Waldpfad,7810
Hasenweglein,"Weg, der auf dem Rain entlangführt",7420
Hasenweglein,"Waldpfad, Wildwechsel",7810
Hasenwilder,Närrischer Mensch,6270
Hasenwilder,Närrischer Mensch ?,6270
Hasenwilder,"närrischer, sexbesessener Mensch",6270
Hasenzahn,auffallend großer Schneidezahn,5360
Hasenzahn,vorstehender Schneidezahn,5210
Hasenziemer,Hasenrücken,4110
Hasenzähne,markante Schneidezähne,5360
Hasenzüchter,Kaninchenzüchter,4120
Hasenöhrel,Gebäcksorte,7560
Hasenöhrlein,Bovist,3510
Haserer,Kaninchenzüchter,4120
Haserer,Hasenzüchter,7450
Haserer,Wilddieb,7550
Haserl,Anrede unter Verliebten,6332
Hasi,Anrede unter Verliebten,6332
Haspel,Bein des Schweins,4113
Haspel,"Mensch, der übereilt und unüberlegt handelt",6114
Haspel,"Mensch, der sich übereilt und dadurch alles verkehrt macht",6114
Haspel,Kartoffelpflug mit Schleudergabeln,7404
Haspelein,"Knabe, der besonders klein und mager ist",5142
Hass,"(heimlicher) Zorn, Groll",6333
Hass,Hass,6333
Hassendörfer,Familienname,7110
Hasser,"Mensch, der Hass empfindet",6110
Haster,"Person, die flüchtig arbeitet",6114
Haster,im Wachstum zurückgebliebenes Schwein,4113
Hatschbein,Klumpfuß,5210
Hatschelein,umsorgtes Kind,5830
Hatsche,Riemensandale,5937
Hatschenflicker,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
Hatschendoppeln,"Kinderspiel, bei dem die Teilnehmer abwechselnd mit Zeige- und Mittelfinger möglichst kräftig auf diese Finger des anderen schlagen",7360
Hatscher,älterer Mann mit schlechter Gangart,5145
Hatscher,"Mann, der hinkt",5140
Hatscher,Mensch mit breitbeinigem Gang,5120
Hatscher,Riemensandale,5937
Hatscher,"alter, gebrechlicher Mann",5145
Hatscheter,älterer Mann mit schlechter Gangart,5145
Hatschier,Soldat,8500
Hattel,Ziege ohne Hörner,4115
Hattel,"weibliche Ziege, die trotz entsprechenden Alters noch nicht gezickelt hat",4115
Hattel,Haferspelze,3330
Hattel,Zäpfchen am Hals der Ziege (appendices colli),4115
Hattelbart,Bart der Ziege,4115
Hattelein,junge Ziege,4115
Hattelein,Ziege ohne Hörner,4115
Hattelein,"weibliche Ziege, die trotz entsprechenden Alters noch nicht gezickelt hat",4115
Hatz,"Aufregung, Ereignis, Aufheben",6320
Hatzel,Elster,4210
Hatteler,"Bauer, der neben der Hofarbeit noch in einem Betrieb arbeitet, Kleinbauer",7401
Hau-mich-blau,fiktive Ware,7600
Hau-mich-blau,Holzstab,7520
Haube,Kopfbedeckung,5936
Haube,Kronkorken auf der Bierflasche,5920
Haube,Mensch (pejor),6111
Haube,Strickmütze mit Bommel oben,5936
Haube,Kopfbedeckung (in Redensart),5936
Haube,Netzmagen des Rindes,4111
Haube,"auffallend hässlicher, kitschiger Damenhut",5936
Haube,flache Schirmmütze,5936
Haubenstock,"jemand, der nicht gerne spricht",7200
Haubenlerche,Lerchenvogel (in Redensart),4210
Haubeil,Handbeil (kurzer Stiel),7505
Haubitze,Kanone (in Redensart),8500
Haubitze,Geschütz mittleren oder schweren Kalibers mit kurzem Rohr,8500
Haubock,Sense zum Getreide schneiden,7402
Hauch,"Atemzug, Ausstoßen der Atemluft",5330
Hauchelein,"Atemzug, Ausstoßen der Atemluft",5330
Haucher,"Atemzug, Ausstoßen der Atemluft",5330
Haucherer,"Atemzug, Ausstoßen der Atemluft",5330
Hauck,Familienname,7110
Haudegen,alter Mann,5154
Haue( r ),Keil mit dem große Holzstücke zerteilt werden,7520
Haue(r),"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Haue,Gerät zur Bodenbearbeitung,7402
Haue,"Gerät, mit dem man sehr grobe Erdschollen nach dem Pflügen zerkleinert",7402
Haue,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Haue,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Haue,"Gerät, mit dem man die Ackererde dort wendet, wo man mit dem Pflug nicht hinkommt",7402
Haue,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Haue,Gerät zum Herausheben der Schwarzwurzeln aus dem Erdboden,7402
Haue,"Hacke, mit der man Erdschollen zerkleinert",7402
Haue,Gerät zum Abputzen der Pflugschar,7402
Haue,Sense zum Getreide schneiden,7402
Haue,alleinstehender Zahn,5210
Haue,Hacke,7402
Haue,Spaten zum Umgraben des Gartens,7402
Hauehaus,"Loch im Hackblatt, in das der Stiel gesteckt und befestigt wird",7402
Hauelein,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Hauelein,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Hauenrücken,hintere Seite der Haue,7505
Hauepickel,Gerät zum Herausheben der Schwarzwurzeln aus dem Erdboden,7402
Hauer,alleinstehender Zahn,5210
Hauer,Sense zum Getreide schneiden,7402
Hauer,Gerät zur Bodenbearbeitung,7402
Hauer,"Getreidemenge, die mit einer Sensenbewegung umgemäht wird",7440
Hauerchen,"erster Zahn, Milchzahn",5360
Hauerfleck,Mahl nach der Ernte,5910
Hauerl,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Hauerlein,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Hauerlein,"erster Zahn, Milchzahn",5360
Hauerlein,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Hauf,Familienname,7110
Hauff,Familienname,7110
Haugasse,"Gasse, die durch das Mähen im Getreide entsteht",7440
Hauk,Familienname,7110
Haulein,"langstielige Hacke mit rechteckigem Hackblatt, das man zum Jäten verwendet",7402
Haulein,"Gartenhacke, mit dreieckigem Blatt und Stiel",7402
Haulein,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Haulein,"Gerät, mit dem man die Ackererde dort wendet, wo man mit dem Pflug nicht hinkommt",7402
Haulein,Handbeil (kurzer Stiel),7505
Haukeil,Fällkerbe im Baumstamm,7550
Haukerbe,Fällkerbe im Baumstamm,7550
Haumeister,Vorarbeiter der Waldarbeiter,7550
Haunstein,Familienname,7110
Haupt,"Pflugwende, Abteilung des Ackers, auf der der Pflug gewendet wird",7420
Haupt,Dorn am Blattfortsatz der Sense,7402
Haupt,oberes Teil der Haue,7505
Hauptacker,"Pflugwende, Abteilung des Ackers, auf der der Pflug gewendet wird",7420
Hauptattentäter,Urheber eines Streits,7030
Hauptbeet,"Pflugwende, Abteilung des Ackers, auf der der Pflug gewendet wird",7420
Hauptbeet,keilförmig zulaufendes Ackerstück,7420
Haupthaue,"Gerät, mit dem man die vom Acker auf den Rain herausgeackerte Erde zurückstreift",7402
Hauptfurche,"Pflugwende, Abteilung des Ackers, auf der der Pflug gewendet wird",7420
Hauptfurche,Querfurche am Kopf- und am Fußende des Ackers,7420
Hauptkrakeeler,"Person, die dauernd schimpft",6110
Hauptmann,Wortführer in einer Gruppe von Menschen,6118
Hauptmatador,Wortführer in einer Gruppe von Menschen,6118
Hauptmaulaufreißer,Wortführer in einer Gruppe von Menschen,6118
Hauptpfad,"Weg, der auf dem Rain entlangführt",7420
Hauptrain,erhöhter Streifen zwischen zwei Fahrspuren im Feldweg,7810
Hauptreder,Wortführer in einer Gruppe von Menschen,6118
Hauptschreier,Wortführer in einer Gruppe von Menschen,6118
Hauptschwätzen,"freches Mädchen, das den Unterricht stört",6136
Hauptstrebe,senkrechter Stützbalken im Dachstuhl,7720
Hauptsprecherin,Wortführerin in einer Gruppe von Frauen,6135
Hauptwagen,vorderes Fahrgestell des Leiterwagens,7403
Hauptweg,"Weg, der auf dem Rain entlangführt",7420
Haurechen,Sense zum Getreide schneiden,7402
Hausbau,das Errichten eines Hauses,7510
Hausbauen,das Errichten eines Hauses,7510
Hausbengel,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Haus,Haus,7700
Haus,Haus (in Redensart),7710
Haus,"Haus, Wohnhaus",7710
Haus,Mensch,5110
Haus,Haushalt,7780
Haus,"Familie im engeren Sinne, Vater, Mutter, Geschwister",7100
Haus,"Haus (in Redensart), Besitz",8330
Haus,Hühnerstall,4240
Haus,balkonartiger Vorbau am Wohnhaus,7720
Haus,verträumter Mensch,6110
Haus,weibliche Person (pejor),6131
Hausbiene,Unterart der Honigbiene,7460
Hausbock,"Insekt, Holzschädling",4700
Hausbrand,Eigentumszeichen bei Ziegen,4115
Hausbrauerbier,Biersorte,5920
Hausbremse,scherzhafter Ausdruck für die Zigarettenmarke HB,5921
Hausbätzer,Eigentumszeichen bei Schafen,4114
Hausdepp,"Mann (pejor): Mann, der sich von seiner Frau alles gefallen lässt",6121
Hausdepp,Dummkopf,6111
Hausdepp,"Mann, dessen Frau untreu ist",6120
Hausdrache,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Hausdrache,"ständig schimpfende, keifende Frau",6131
Hausdrache,"Frau, die immer viel Lärm verursacht",6135
Hausdrache,"Frau (pejor): zänkische, herrschsüchtige Ehefrau",6132
Hausdrachen,"Frau, die ihren Mann ausschimpft",6132
Hausdrachen,"ständig schimpfende, keifende Frau",6131
Hausdrachen,"Frau (pejor): zänkische, herrschsüchtige Ehefrau",6132
Hausdämon,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Hauseck,Außenkante des Hauses (in Redensart),7720
Hauseck,Ecke des Hauses (in Redensart),7720
Hauserin,"Haushälterin, Wirtschafterin",7010
Hausern,"Hausgang, in dem bisweilen auch Hühner untergebracht waren",4240
Hausfrau,"Frau, die im Auftrag der Gemeinde die Schulräume sauber hält",7780
Hausfrau,"Hausfrau, weiblicher Haushaltsvorstand",7100
Hausgemachte,aus der Verbindung von sehr engen Verwandten vorhergegangenes Kind,7010
Hausgärtlein,Garten beim Haus,7480
Haushalt,"Familie im engeren Sinne, Vater, Mutter, Geschwister",7100
Haushalt,Haushalt,7780
Haushaltung,"Familie im engeren Sinne, Vater, Mutter, Geschwister",7100
Hausherausgeld,Geldzahlung des Erben an Eltern bei Hofübergabe,8330
Hauskeller,Aufbewahrungsort für Kartoffeln und Rüben,7720
Hauskracher,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Hauskranz,"oberste Balkenlage, auf der der Dachstuhl ruht",7721
Hausleute,"Familie im engeren Sinne, Vater, Mutter, Geschwister",7100
Hausleute,"Mieter, Untermieter",7010
Hausmal,Eigentumszeichen bei Schafen,4114
Hausmarke,Eigentumszeichen bei Schafen,4114
Hausmarken,Eigentumszeichen bei Ziegen,4115
Hausmeisterin,"Frau, die im Auftrag der Gemeinde die Schulräume sauber hält",7780
Hausmetzger,"Metzger, der Hausschlachtungen macht",7565
Hausmuffel,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Hausmädlein,"Mädchen, das auf kleinere Kinder, Geschwister achtgibt",5830
Hausner,Familienname,7110
Hausnummer,Hausnummer (in Redensart),7700
Hauspan,Fällkerbe in Baumstamm schlagen,7550
Hausplatz,"Hausgang, Korridor",7720
Hausplatz,Platz vor dem Haus,7710
Hausputz,Großreinemachen,7780
Hausrat,"Gegenstände, die sich im Haushalt ansammeln",7730
Hausratswagen,"Wagen, auf den früher beim Heiraten die Mitgift der Braut geladen wurde",7321
Hausschlüssel,Schlüssel für die Haustür,7530
Hausschuh,Riemensandale,5937
Hausschwelle,Türschwelle (Haustür),7720
Haussegen,Haussegen (in Redensart),8800
Hausstand,Haushalt,7780
Hausstreit,heftiger Wortwechsel,6333
Haustapp,"Mann, dessen Frau ihm durch schimpfen zusetzt",6120
Hausteufel,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Hausteufel,Frau mit Putzfimmel,6130
Hausteufelein,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Haustier,Kollektivbezeichnung für Ziegen und Schafe,4114
Haustierlein,Warze,5210
Haustritt,Türschwelle (Haustür),7720
Haustrog,Brunnentrog,7900
Haustrunk,Bier (Scherz),5920
Haustyrann,"Mensch, der zu Hause unfreundlich und unwirsch ist",6116
Haustür,Eingangstür zu einem Haus,7720
Haustür,Haustür,7720
Haustürschwelle,Türschwelle (Haustür),7720
Hauszeichen,Eigentumszeichen bei Ziegen,4115
Hausübel,"ständig schimpfende, keifende Frau",6131
Haut,Haut (in Redensart),5200
Haut,Haut,5200
Haut,Haut (menschlicher Körper),5200
Haut,Schale von Stachel- oder Weinbeere,3210
Haut,Mensch,5110
Haut,"leichte, ganz dünne Eisschicht",2400
Haut,Schwarte,4010
Haut,Anrede unter Verliebten,6332
Haut,"Frau, weibliche Erwachsene",5150
Haut,Schimmel auf Flüssigkeiten,5910
Haut,Apfelschale,3120
Haut,Person,6110
Haut,Wurstpelle,7565
Haut,Zwiebelschale (in Redensart),5930
Haut abziehen,quälen,6320
Hautbräune,braune Verfärbung der Haut,5700
Hautfetzen,"Haut um den Fingernagel, die spröde geworden ist",5700
Hautriss,Platzwunde,5700
Hautschmiere,flüssiges Medikament zum Einreiben,5700
Hauwurf,Gitter an der Sense,7402
Hauzahn,alleinstehender Zahn,5210
Haßberge,"Flur, Landschaft",8140
Haxe,Lastschlitten,7405
Haßbergland,"Flur, Landschaft",8140
Haßbergler,Bezeichnung für einen Bewohner der Gegend um Reckertshausen,8160
Haßgau,"Flur, Landschaft",8140
Hebelein,hölzernes Endstück am Garbenband,7440
Hebenholz,Unterholz,3110
Hebentanz,Familienname,7110
Hebmahl,Festessen bei der Kindstaufe,7322
Hechel,Hechel,7490
Hechel,klatschsüchtige Frau,6135
Hechelei,heftiger Wortwechsel,6333
Hecht,besonders kleiner und magerer Mann,5142
Hecht,Familienname,7110
Hecht,"Knabe, der besonders klein und mager ist",5142
Hecht,Mensch (pejor),6111
Hecht,spröder Bursche,6121
Hecht,abgestandener Tabakrauch,5921
Hechtsprung,Sprung mit dem Kopf voran ins Wasser,7340
Heck,Gruppe der aus einem Wurf hervorgegangenen Jungtiere,4240
Heck,Familienname,7110
Heck,Brut eines Vogels (Sammelbezeichnung),4200
Heck,abendliches Zusammensitzen der Nachbarn (nicht der Jugend!),7300
Hecke,Hecke,3200
Hecke,"Familie im engeren Sinne, Vater, Mutter, Geschwister (pejor)",7100
Heckeichener,Mensch mit unnachgiebigem Charakter,6117
Heckenadvokat,streitsüchtige Person,6112
Heckenadvokat,Jurist (in Redensart),8300
Heckeichiger,Mensch mit unnachgiebigem Charakter,6117
Heckeichiger,spröder Bursche,6121
Heckel,Familienname,7110
Heckenbrunzelein,Buschwindröschen (Anemone nemorosa),3500
Heckengatzer,redseliger Mann,6121
Heckenmutter,Mutterkarpfen,4310
Heckengätzer,Zeisig (Vogelart),4210
Heckenrenner,Fahrrad (spöttisch),7820
Heckenrose,"in Hecken, Gebüschen, an Waldrändern wachsende wilde Rose mit behaarten Blättern und blassrosa Blüten",3500
Heckenrose,Buschwindröschen (Anemone nemorosa),3500
Heckenröschen,Heckenrose,3210
Heckenröslein,Heckenrose,3210
Heckenröslein,Buschwindröschen (Anemone nemorosa),3500
Heckenschlüpfer,"Bauer, der wenig Feld hat",7400
Heckenschmatzer,"Bauer, der wenig Feld hat",7400
Heckenschmatzer,"Bauer, der neben der Hofarbeit noch in einem Betrieb arbeitet, Kleinbauer",7401
Heckenschmatzer,spöttisch für Nebenerwerbswinzer bzw. Nebenerwerbsbauern,7010
Heckenschmätzer,"Bauer, der wenig Feld hat",7400
Heckenschmätzer,"Bauer, der neben der Hofarbeit noch in einem Betrieb arbeitet",7401
Heckenschmätzer,"Bauer, der neben der Hofarbeit noch in einem Betrieb arbeitet, Kleinbauer",7401
Heckmeck,"unnötige Umstände; Getue, Aufhebens; überflüssiges, nichtssagendes Gerede",6420
Heckmutter,weiblicher Fisch,7570
Heckmutter,Mutterkarpfen,4310
Heckmutter,"Schmeißfliege, die sich nach dem Winter vermehrt",4700
Heckmeckursel,"Kind, das die Mitschüler zum Lachen zu bringen versucht",8400
Hecksau,Mutterschwein,4113
Hecksau,"Schreckgestalt, Kinderschreck",7350
Hecksaubeiß,Mensch (pejor),6111
Heckschlupfen,"Bauer, der neben der Hofarbeit noch in einem Betrieb arbeitet",7401
Heckschmatzer,"Bauer, der wenig Feld hat",7400
Heckvater,männlicher Fisch,4300
Hederich,Ackerunkraut,3900
Hederich,Unkraut auf Äckern,6280
Hedwig-Alwina,weiblicher Vorname,7120
Heeg,Familienname,7110
Heer,Heer (in Redensart),8500
Hefe,Schimmel auf Flüssigkeiten,5920
Hefegebäck,"Hefegebäck, als traditionelles Kirchweihgebäck",5911
Hefegebäck,"Kirchweihgebäck, das im Gemeindebackofen gebacken wird",5911
Hefegugelhupf,Kirchweihgebäck aus Hefeteig,5911
Hefekisselein,Kirchweihgebäck aus Hefeteig,5911
Hefekisselein,"Schmalzgebäck, das traditionell zu Kirchweih gebacken wird",5911
Hefekisselein,Mehlspeise,5911
Hefekloß,Kirchweihgebäck aus Hefeteig,5911
Hefekloß,Mehlspeise,5911
Hefekloß,flacher Streuselkuchen,5911
Hefekloß,"Gericht, für das man auch Kolostralmilch verwendete",5911
Hefekloß,"Süßspeise, gebacken",5911
Hefekloß,Hefeknödel,5910
Hefeklöße,"Kirchweihgebäck, das im Gemeindebackofen gebacken wird",5911
Hefeklöße,Hefekuchen,7560
Hefeklößepfanne,Pfanne zum Backen von Klößen,7740
Hefeknödelein,Kirchweihgebäck aus Hefeteig,5911
Hefeknödel,"Süßspeise, gebacken",5911
Hefeknödel,flacher Streuselkuchen,5911
Hefeknödlein,Mehlspeise,5911
Hefeknödlein,"Süßspeise, gebacken",5911
Hefekuchen,Kirchweihgebäck aus Hefeteig,5911
Hefekuchen,"Kirchweihkuchen, der im Gemeindebackofen gebacken wird",5911
Hefekuchen,Mehlspeise,5911
Hefekuchen,flacher Streuselkuchen,5911
Hefekuchen,Hefekuchen,7560
Hefeköfferlein,"Schmalzgebäck, das traditionell zu Kirchweih gebacken wird",5911
Hefeküchel,Gebäck,7560
Hefeküchlein,Mehlspeise,5911
Hefeküchlein,Kirchweihgebäck aus Hefeteig,5911
Hefeküchlein,"Schmalzgebäck, das traditionell zu Kirchweih gebacken wird",5911
Hefel,Sauerteig für Brot,7560
Hefelaiblein,Mehlspeise,5911
Hefenkloß,Mehlspeise,5911
Hefenküchlein,Mehlspeise,5911
Hefenudel,Kirchweihgebäck aus Hefeteig,5911
Hefeplatz,Mehlspeise,5911
Hefeschart,Kirchweihgebäck aus Hefeteig,5911
Hefestückchen,Hefeteiggebäck,5911
Hefeteig,"Kuchen- oder Brotteig, bei dem Hefe als Treibmittel verwendet wird",7560
Hefeteig,Hefeteig,7560
Hefeteig,"Hefeteig, Kuchen oder Brotteig, bei dem Hefe als Triebmittel verwendet wird",7560
Hefeteig,Sauerteig für Brot,7560
Hefner,Familienname,7110
Hefezopf,Kirchweihgebäck aus Hefeteig,5911
Hefezopf,"Kirchweihkuchen, der im Gemeindebackofen gebacken wird",5911
Hefkloß,Mehlspeise,5911
Heftiger,"Mensch, der sich aufbrausend, unbeherrscht verhält",6116
Heftiger,"Mensch, der übereilt und unüberlegt handelt",6114
Heftleinmacher,"Mensch, der bei der Arbeit nichts zustande bringt",5230
Heftleinsmacher,"Mensch, der schnell und dennoch gut arbeitet",6114
Heftleinsmacher,Pedant,6117
Heftpflaster,"mit einem Klebstoff [und einer Auflage aus Mull] versehener Gewebe- oder Plastikstreifen zum Bedecken von Wunden, Befestigen von Verbänden o. Ä",5700
Heger,Familienname,7110
Hegereis,Verbotszeichen für den Schäfer,7450
Hegewisch,Verbotszeichen für den Schäfer,7450
Hegner,Familienname,7110
Hegschaub,Verbotszeichen für den Schäfer,7450
Hegwisch,Verbotszeichen für den Schäfer,7450
Hegschaube,Verbotszeichen für den Schäfer,7450
Hegziel,Verbotszeichen für den Schäfer,7450
Hehemann,"Schreckgestalt, Kinderschreck",7350
Heia,Kinderwiege,7730
Heid,Familienname,7110
Heidbeere,Heidelbeere,3210
Heicher,"jemand, der schwer atmet",5330
Heide,konfessionslose Person (in Redensart),8800
Heide,"Person, die sich zu keinem Glauben bekannt (in Redensart)",8800
Heidebeere,Heidelbeere,3210
Heidehonig,Honigsorte aus dem Nektar der Pflanzen einer Heidelandschaft,7460
Heidekneip,stumpfes Messer (pejor),7736
Heideblitzen,Phantasiegebilde,6240
Heidel,"alter, runzliger Mann",5145
Heidelbeere,Heidelbeere,3210
Heidelbeerenpflücker,"Personen, die Heidelbeeren pflücken",7550
Heidelbeerlein,Heidelbeere,3210
Heidelbeerlein,Preiselbeere,3210
Heidelbeerleute,"Personen, die Heidelbeeren sammeln",7550
Heidelbeerweiblein,"Frau, die Heidelbeeren sammelt",7550
Heidelbeerzupfer,"Person, die Heidelbeeren sammelt",7550
Heidelerche,Lerchenvogel (in Redensart),4210
Heidelerche,Lerchenvogel,4210
Heidelerche,Singvogel (in Redensart),4210
Heidelerche,Vogel (in Redensart),4200
Heidellerche,Lerchenvogel (in Redensart),4210
Heidelstecken,Spazierstock mit gebogenem Griff und Stachel am unteren Ende,5932
Heidelstecken,Spazierstock mit rundem Griff,5932
Heidenbeere,Heidelbeere,3210
Heidenbergtiroler,"Franke, der bayerische Tracht trägt",7010
Heidenbäuchlein,hervortretender Bauch von kleinen Kindern,5210
Heidenkind,Mann mit schwarzer Hautfarbe (pejor),5140
Heidenlerche,Lerchenvogel (in Redensart),4210
Heidenkneip,stumpfes Messer (pejor),7736
Heidhonig,Honigsorte aus dem Nektar der Pflanzen einer Heidelandschaft,7460
Heidlerche,Lerchenvogel (in Redensart),4210
Heidlerche,Lerchenvogel,4210
Heiland am Kreuz,"Christus am Kreuz, übertragen: leidender Mensch",5700
Heierles,abendliches Zusammensitzen der Nachbarn (nicht der Jugend!),7300
Heierles,"""abendliche Strickstube""",7300
Heilandssandale,Riemensandale,5937
Heiligabend,Heiligabend (in Redensart),7310
Heiligabend,letzter Tag im Jahr,7330
Heilige Länder,"Flur, Landschaft",8140
Heiligedreizwei,Ausdruck des Erschreckens ?,6320
Heiligenblume,Chrysantheme,3800
Heilige,nicht energische weibliche Person,6134
Heiligenzehnter,Abgabe von Naturalien der Bauern an den Pfarrer,8220
Heiliger,spröder Bursche,6121
Heiliger,"""Pfarrer""",8860
Heiliger,"Person, die geheiligt wurde (in Redensart)",8860
Heiliger,"junger Mensch, der sich spröde stellt, es aber gar nicht ist",6530
Heiliggeistkind,ungewolltes Kind,7010
Heiligtagkleid,Festtagskleidung,5932
Heiliger Geist,Heiliger Geist,8820
Heiliger Geist,Heiliger Geist (in Redensart),8820
Heiligtum,wertvoller Gegenstand,9330
