bedeutung;sachgruppe
Klicker aus Lehm;7370
Erdabbruch, Stelle, wo die Erde jäh absinkt;2800
kleiner Klicker aus Stein;7370
der Planet Erde;2100
Erdboden;2700
Ackerland;7420
Ödland;7420
Erd-, Ackerkrume;2700
/(W) Speisen, die aus Kartoffeln und Obst zusammengesetzt sind/;5911
aus Erde, irden;5911
aus Erde, irden (aus Tonerde gebrannte Gegenstände betreffend);2900
jähzorniger Mensch, der sich vor Wut auf die Erde wirft...;6112
irdener Topf;7735
Vertiefung in der Erde, in die man die Klicker oder Bohnen wirft;7370
FlN;8140
irdener Topf;7740
Tongrube;7525
ausdenken;6240
gespenstisches Wesen in Zwerggestalt;7350
sonderbares, auffallendes Steingebilde im weißen Lehm;2700
sehr wohl;6310
Ort im Kr. KU;8130
fest in der Erde stehend;7710
Moorbrand;7750
wie schd »Erdfloh;4700
von dem Beigeschmack im Wein, der die Bodenbeschaffenheitder Weinlage verrät;7470
wie schd »Erdgeschoß;7720
das Nagetier Ziesel;4130
Hamster;4130
Spielkugel aus Tonerde;7370
Kohl-, Steckrübe;3400
die Erde als Kugel;2100
Spielkugel aus Tonerde;7370
wie schd »Erdkunde;8400
Irrlicht;2200
Lehmgrube;7525
Feuersalamander;4400
Nelke;3800
Hyazinthe;3800
Kamerunnuß;3210
Platterbse (Lathyrus tuberosus);3500
die Pflanze Fumaria officinalis;3500
Kraftfutter aus den Rückständen ausgepreßter Erdnüsse;7450
aus der Erdnuß gewonnenes Öl;5910
Petroleum;2900
Petroleumfaß;7500
mit Petroleum beladener Wagen;7820
trüb leuchtende Petroleumlampe;7760
Kännchen für Petroleum;7735
Petroleumlampe;7760
Petroleumlampe;7760
FlN;8140
die Pflanze Fumaria officinalis;3500
ein Tabakschädling;4700
der Planet Erde;2100
Erd-, Ackerkrume;2700
Erdboden;2700
Erdklumpen;2700
Erdklumpen;2700
(in RA und Flüchen) Erdboden;2700
Zauberspiegel, der angeblich unterirdische Schätze anzeigen kann;8810
(W) auf Schwangerschaft hin untersuchen;5820
das unterste Stück eines auf Bretterlänge zersägten Baumstammes;7520
wie schd »Erdwachs;7520
Erdnüsse;3500
Regenwurm;4500
ackern, pflügen;7404
(durch Erbschaft) erwerben;8330
eben erst, gerade eben;9600
Bürge;8300
von etws hören, Kenntnis erhalten;7200
in Erfahrung bringen;7200
etwas an sich selbst erleben, erleiden;6300
reich an Erfahrung;6260
wie schd »Erfahrung;6260
begreifen, verstehen;6210
eine Erfindung machen;6240
ertappen;8230
wie schd »Erfolg;6430
wie schd »erfolgreich;6430
auffordern;6420
verlangen, nötig haben;6410
begehren;6410
wie schd »erfreuen;6310
wie schd »erfrieren;2400
wie schd »erfrischen;9120
wie schd »erfüllen;6430
ersetzen (von einem Schaden);9330
vervollständigen;9300
auf geschickte Weise verschaffen;6420
sich dem Feind ergeben;8500
sich übergeben, erbrechen;5700
sich in seinem Leid beruhigen;6300
/zum Trinker werden/;5925
sich durch Gehen und Wandern erholen;5530
gut, schlecht ergehen;9100
walten lassen;9100
amtlich eine Entscheidung treffen;8220
wie schd »ergötzen;6310
Annehmlichkeit, Freude;6310
festnehmen;8230
etwas ergreifen (ein Handwerk, das Wort, Partei);6420
zu Herzen gehen;6300
versorgen, Unterhalt geben;5900
bewahren;6560
behalten, behaupten;6460
fortbestehen wie bisher;9800
sich verhalten;6200
bekommen, empfangen;9315
/Instandhaltung, am Leben erhalten/;9120
wie schd »erhaschen;9312
von seinem Platz aufstehen;5550
entstehen, beginnen;9313
einziehen (Steuern);8220
Beschwerde (Anklage, Einspruch);8300
gewichtig;9240
durch Heirat erwerben;7321
heiß machen;9230
sich erhitzen;2400
sich ausruhen...wieder zu Kräften kommen...wieder gesund werden;5700
wirtschaftliche Verluste ausgleichen...Vorteil wahren, reich werden;9330
sich ein Urteil (eine Entscheidung) einholen;8300
wie schd »Erholung;5600
/(RA) im Gefängnis sitzen/;5600
das Einholen einer Rechtsauskunft;8300
wie schd »Erholungsreise;7850
wie schd »Erholungsurlaub;5600
/(RA) im Gefängnis sitzen/;8300
wie schd »erhören;6430
Heidekraut (Calluna vulg.);3220
einen an etwas erinnern;6450
sich an etwas erinnern;6230
wie schd »Erinnerung;6230
neugeboren;5820
wie schd »erkälten;5700
wie schd »Erkältung;5700
kaufen;7600
Kauf;7600
merken, wer oder was es ist;5410
richtig beurteilen;6440
urteilen, entscheiden;6420
durch ein Geschenk sich dankbar zeigen;6410
Urteil, Urteilsspruch;8300
kleiner Balkon;7720
(sch) Nase;5200
durch Klage vor Gericht erreichen;8300
durch Worte verständlich machen;7200
verstehen, begreifen;6210
nachdrücklich mitteilen;7200
wie schd »Erklärung;7200
sich erholen...emporkommen, wirtschaftlich in die Höhe kommen...emporarbeiten;9120
wieder zu Kräften bringen;5600
gewinnen, erwerben;7600
erholen;5600
nach einer Aufregung ruhig werden;6300
wie schd »erkundigen;7200
ermitteln, feststellen;8300
erreichen (räumlich und zeitlich);9312
einen von etwas befreien;8300
etwas gestatten;6440
etwas ermöglichen;6430
sich die Freiheit zu etwas nehmen;6420
Platz, auf dem beim Kinderspiel nicht geschlagen werden darf;7360
wie schd »Erlaubnis;6440
der Erlenbaum (Alnus glutinosa);3110
etwas erfahren, von etwas betroffen werden;6300
den Zeitpunkt eines Ereignisses miterleben;5800
wie schd »Erlebnis;6300
wie schd »erledigen;6420
(RA) müde sein;5600
befreien;8300
bezahlen;7600
Bezahlunng;7600
wie schd »erleichtern;6430
wie schd »Erleichterung;6430
Besserung im Befinden, Linderung der Schmerzen;5700
aus Erlenholz;7520
Ort im Kr. KL, PS, NW, GH;8130
der Erlenbaum (Alnus glutinosa);3110
FlN;8140
FlN;8140
FlN;8140
Erde aus vermodertem Erlenholz;2700
Eschenahorn;3110
Holz der Erle;7520
FlN;8140
Blütenstand der Erle;3110
FlN;8140
wie schd »Erlenwald;3110
FlN;8140
wie schd »erlernen;8400
erwählen;9311
wie schd »Erleuchtung;6250
der Fisch Phoxinus laevus;4310
(sch) Bez. für schlechten Tabak;5921
Einnahme, Gewinn;7600
von einem Übel befreien;6560
wie schd »Erlöser;8820
wie schd »Erlösung;8820
ausfindig machen;6421
wie schd »ermahnen;6440
wie schd »Ermahnung;6440
erwähnen;7200
wie schd »ermorden;5870
wie schd »ermuntern;6460
Hausgang;7720
weibl. VN;7110
wie schd »ernähren;5910
Getreideernte;7440
Ertrag der Getreideernte;7440
(ü);9900
wie schd »ernennen;8220
namentlich erwähnen;7110
wie schd »Ernennung;8220
Arbeit;7500
in seiner Gültigkeit erneut bestätigen;8210
Holm der Ernteleiter;7402
Erntearbeiter;7440
wie schd »Ernst;6320
Mut;6280
/(W) vom erstmaligen Kommunion- oder Konfirmationgehen der Kinder/;8840
/(W) vom Klickerspielen/;7370
männlicher VN;7110
wie schd »ernst;6260
wie schd »ernstlich;9400
in der Erntezeit reifende Apfelart;3120
festlicher Abschluß der Getreideernte;7310
wie schd »Erntedankfest;8860
Ferien in der Erntezeit;8400
Fest zum Abschluß der Ernte;7310
Fest zum Abschluß der Ernte;7310
Fest zum Abschluß der Ernte;7310
zur Erntezeit an den Grundherrn abzulieferndes Huhn;8220
Fest zum Abschluß der Ernte;7310
wie schd »ErnteErnkranz;7310
für die Erntearbeiter gebackene Küchelchen;5911
Leiter am Erntewagen;7403
Leiterchen vorn am Heuwagen;7403
Lücke in der Heckenumzäunung;7800
Zeit, in der das Getreide geerntet wird, hauptsächlich der Monat August;9600
Tanz am Erntefest;8740
wie schd »erntenernen;7400
in der Zeit der Gerstenernte reifende frühe Pflaume;3120
in der Ernte gebrauchter breiter Rechen;7402
Essen beim Fest zum Abschluß der Ernte;7310
Seil zum Niederbinden des Heubaumes;7403
Seil zum Niederbinden des Heubaumes;7403
Strauß, mit dem der letzte Erntewagen geschmückt wird;7403
Seil zum Niederbinden des Heubaumes;7403
Geschenk an das Gesinde nach Beendigung der Ernte (Kleidung und Wäsche);5932
Tanz am Erntefest;8740
Tuch, das zwischen die Leitern des Erntewagens gelegt wird...;7403
Leiterwagen, auf dem Getreide und Heu eingefahren werden;7403
gutes Wetter für die Ernte;2200
wie schd »ErnteErnzeit;9600
das zu den Ernteleitern gehörende lange Brett;7403
Wein, der den Erntearbeitern zum Erntefest gereicht wird;7470
wirtschaftlich in die Höhe kommen, etwas erringen, erwerben;7600
beginnen lassen;9313
offenbaren;7200
besprechen, abhandeln;7200
leer machen, veröden;9400
Enterich;4240
Ort im Kr. NW;8130
wie schd »erpressen;8310
wie schd »Erpresser;8310
wie schd »erquicken;5600
wie schd »Erquickung;5600
wie schd »erreichen;9120
wie schd »erringen;9120
Vergütung, Erstattung;7620
Ersatzware;7600
Reserve (militärisch);8500
ertrinken;5870
ertränken;5870
wie schd »erschaffen;8820
wie schd »erscheinen;5531
wie schd »erschießen;5870
sich erschießen;5870
(RA) sehr müde, ruiniert;5600
wie schd »erschleichen;6540
durch Riechen wahrnehemen, wittern;5430
erwischen;6420
einen erschrecken;6320
wie schd »erschrecken;6320
durch Schutt ausfüllen, planieren;2800
wie schd »erschüttern;6320
wie schd »erschwingen;7600
wahrnehmen;5410
etwas ersetzen;9330
(Verb) ruhen lassen;9800
einen vor etwas Nachteiligem bewahren;6560
durch Sparen gewinnen;7600
attr.;9320
subst.;9320
als erster, als erstes, zuerst;9600
vorläufig, einstweilen;9600
zuerst;9600
nicht eher als;9600
nicht mehr als;9400
vor kurzem;9600
auf Zukünftiges hinweisend;9600
steigernd;9400
zurückzahlen;7600
ablegen (Gelübde);6450
Vergütung;7600
wie schd »erstaunen;6300
wie schd »erstechen;5870
ersteigern;7600
die Nacht zum 1. Mai;7330
wie schd »erstens;9320
eher;9600
der erstgeborene Sohn;7100
wie schd »Erstgeburt;5820
wie schd »ersticken;5870
Schüler der ersten Klasse;8400
Fibel;8400
wie schd »Erstkommunion;8840
das erste Läuten vor dem Gottesdienst;8830
zunächst, zuerst;9313
erstens;9320
erst, nicht vorher;9600
Rind, das zum ersten Mal kalbt, Ziege mit dem ersten Zicklein;4110
die erste Milch nach dem Kalben;7455
sich ausdehnen;9210
der erste Bienenschwarm;7460
wer zum erstenmal öffentlich tanzen darf;8740
ausfindig machen;6421
wie schd »ertappen;6420
einen Besitz vor Gericht nachweisen;8300
den Segen erteilen;8840
vom Feldertrag;7420
vom Gewinn aus Geldgeschäften;7600
Unangenehmes hinnehmen, erdulden;6320
Ertrag bringen;7440
wie schd »erträglich;9240
sich ertränken;5870
wie schd »ertrinken;5870
als Ersparnis zurücklegen;7600
wachsen, gedeihen;9120
ausgewachsen, zur vollen Höhe herangewachsen;3020
entstehen;9120
wählen;8210
Wahl;8210
wie schd »erwähnen;7200
wie schd »erwarten;6450
wie schd »erweisen;6420
nachweisbar;9240
vergrößern;9210
in den Bienenstock zusätzliche Waben einsetzen;7460
wie schd »Erwerb;7600
wie schd »erwerben;7600
wie schd »erwerbslos;7620
männl. VN;7110
(durch Urteil) erweisen;8300
wie schd »erwischen;6420
Phlegmone, Rose, Rotlauf;5700
wie schd »Erz;2900
wie schd »Erzader;2900
wie schd »erzählen;7210
aufzählen, nennen;7200
arger Betrüger;6540
wie schd »Erzbischof;8870
sich ankünden (vom Tod);5870
wie schd »Erzengel;8820
eine Weinbezeichnung;7470
sehr faul;6405
Faulenzer im höchsten Grad;6124
wie schd »Erzfeind;6333
wie schd »Erzfeindschaft;6333
wie schd »Erzgauner;6122
wie schd »Erzhalunke;6122
Ort im Kr. KL;8130
wie schd »erziehen;6500
wie schd »erzittern;9800
wie schd »Erzlügner;6530
wie schd »Erzlump;6125
vollendeter Pedant;6127
ranghöchster amtierender Geistlicher, Dechant in der katholischen Kirche;8870
wie schd »Erzschelm;6110
immer zu bösen Streichen aufgelegter Bursche;6122
wie schd »Erzschwindler;6540
sehr schlimmer Mensch;6112
wie schd »Erzspitzbube;6122
oberster Truchseß;8210
(biblischer) Stammvater;8820
überaus dummer Mensch;6117
überaus schmutziger Mensch;6114
mit Bezug auf eine Person oder Sache;1130
mit Bezug auf den Inhalt eines Satzes;1130
das Subjekt ankündigend;1130
das Prädikat vertretend;1130
(statt sie) für weibliche Personen;5150
unpers.;1130
der biblische Esau;8820
entwischen;5532
Ort im Kr. LA;8130
FlN;8140
verunstaltete Form zu Eibisch;3800
der Baum Esche (Fraxinus excelsior);3110
FlN;8140
FlN;8140
Ort im Kr. KU;8130
der Baum Esche (Fraxinus excelsior);3110
Holz von der Esche;7520
Peitsche mit Stiel aus Eschenholz;7403
FlN;8140
warm werden, sich erhitzen;6300
das Tier Esel;4110
dummer, einfältiger Mensch;6117
(W) bes. von einem alten Junggesellen;5145
Neckn;8150
der hölzerne Esel, ein altes Strafinstrument;8300
Teil des Webstuhls: das kurze Holz, das das Garn festhält;7545
mitllere Furche im vierzeiligen Wingert;7470
Eselsführer;7450
Gebühr für Eselsmiete (?);7450
dumm, töricht;6250
sich dumm und tolpatschig benehmen (von Kindern in den Flegeljahren);5840
graue Haare bekommen;5860
Maulesel;4110
Acker, der früher dem Eselshengsthalter zur Nutznießung zustand...;7420
häufiger Name für Bäche...;2600
(früher) Bank für dumme und faule Schüler;8400
Eselsknochen;4110
Hilfsmittel zum leichteren Behalten des Lehrstoffs u. dgl.;8400
FlN;8140
Ball aus Vollgummi;7360
/(RA) Fleisch des Esels/;4110
FlN;8140
Eierbovist (Lycoperdon);3500
7, 5-cm-Granate;8500
Schimpfw;6111
sehr große Geduld;6280
FlN;8140
/Schindanger/;7450
Neckname für einen Langohrigen namens Heinrich;7110
Huflattich;3500
alberner, dummer Mensch;6117
Ball aus Vollgummi;7360
Dummkopf;6117
abstehende lange Ohren;5210
Schimpfwort für einen Dummen;6117
umgeknickte Blattecke in Büchern und Heften;8400
Pfad, auf dem in früheren Zeiten mit Eseln Lasten befördert wurden;7810
FlN;8140
grober Scherz;7220
wer den Esel stupft, antreibt;7450
wer den Esel stupft, antreibt;7450
Neckn;8150
Pfad, auf dem in früheren Zeiten mit Eseln Lasten befördert wurden;7810
FlN;8140
FlN;8140
mit Zucker bestreuter länglicher Gewürzkuchen;5911
Schwadron;8500
wie schd »Eskimo;8160
Geleit;7800
Esparsette (Onobrychis viciaefolia);3500
Esparsette (Onobrychis viciaefolia);3500
Ortsteil von KL-Hoheck;8130
Esparsette (Onobrychis viciaefolia);3500
eine Birnensorte;3120
Inkarnatklee (Trifolium incarnat.);3500
zum Essen geeigneter Apfel;3120
wie schd »Eßbesteck;7740
Tafelbirne;3120
Feueresse in der Schmiede;7530
Eisenrohr, durch das die Luft vom Blasebalg in die Feuerstelle...gelangt;7530
wie schd (absolut) »essen;5910
mit adv. Bestimmung (temp.);5910
viel essen;5910
wenig essen;5910
mit anderen adv. Bestimmungen;5910
/(W) vom verpfändeten Vieh, das gefüttert werden muß/;8300
mit Objekt (etwas, nichts u. dgl.);5910
mit Objekt (speziell);5910
die Tätigkeit des Essens;5910
die für eine Mahlzeit zubereiteten Speisen;5911
die Mahlzeit;5910
Festmahl;7300
Geräte zum Essen, Gefäße zum Essentragen;7740
kleiner Kochtopf;7740
eßlustig;5910
Kännchen, in dem man das Essen zur Arbeit mitnimmt;7740
Kännchen, in dem man das Essen zur Arbeit mitnimmt;7740
das Essenkochen;7740
Korb zum Essentragen;7800
die für eine Mahlzeit zubereiteten Speisen;5911
zubereitete Nahrung;5911
Lebensmittel im Laden;7600
wie schd »Essenszeit;9600
wer das Essen zur Arbeitsstelle bringt;5910
Korb zum Essentragen;7800
Gefäß zum Essentragen;7735
Korb zum Essentragen;7800
Korb zum Essentragen;7800
Kaffee-Ersatz, Zichorie;5920
Nahrungs- oder Riechmittel in konzentrierter Form;9230
wie schd »EsserEsserin;5120
fortwährendes Essen, unordentliches Essen;5910
Gabel, mit der man ißt;7740
Eßkartoffel;3400
wie schd »Essig;5910
/(RA) wenn es mit einer Sache vorbei ist, nichts daraus wird/;9130
(sch) Bett;7730
(W) ungeschickter, unbeholfener Mensch;6117
eine Birnenart;3120
Malve;3800
Sauerbraten;5911
mürrischer Mensch;6120
wie schd »Essigessenz;9230
wie schd »Essigfabrik;7500
Gefäß zur Aufbewahrung des Essigs;7735
wie schd »Essigflasche;7735
in Essig eingelegtes Fleisch;5911
Wagenladung Essig;7800
mürrisches, trübseliges Gesicht;5200
in Essig eingelegte Gurke;5911
Topf für Essig;7735
bei der Essigherstellung gewonnene Hefe;9230
der Zierbaum Rhus glabra;3800
/(RA) Essighändler/;7600
Kanne für Essig;7735
Krug für Essig;7735
in Essig eingelegte Gurke;5911
Bodensatz eines gärenden Getränkes;9230
Schimmelhaut auf Essig und anderen Flüssigkeiten;9230
in Essig getränkte Watte;5700
Schimpfw.;6111
Pfingstrose;3800
sehr sauer;5440
wie schd »Essigsäure;9230
(sch) Kaufmann;7600
wer Essig herstellt;7500
Essigfabrik;7500
von der Essigsäure im Wein;7470
Ort im Kr. LA;8130
Edelkastanie;3120
Feuerhaken, mit dem der Schmied in der Esse hantiert;7530
wie schd »Eßlöffel;7740
wie schd »Eßlust;5910
dreifacher Abschiedsschlag auf die Schulter, wenn Kinder...Gutenacht sagen;5520
Pfirsichart, die sich besonders zum Essen eignet;3120
eßbarer Pilz;3510
Platz, wo man ißt, Eßecke;7720
eßbarer Pilz;3510
Pfifferling;3510
neutrale Bez. für jede Suppenart...;5911
Tisch, an dem gegessen wird;7730
FlN;8140
Lebensmittel;5910
Lebensmittelgeschäft;7600
Ort im Kr. KU;8130
Lebensmittel;5910
zum Kochen bestimmte Zwiebel;3400
Scheltw. für ein kleines, stolzes Mädchen;6139
Ort im Kr. NW;8130
die Gewürzpflanze Artemisia drac.;3700
Zimmerdecke;7720
Fußboden;7720
Hausgang, Vorraum des Hauses;7720
in (den Ton) es gestimmte Trompete;8730
Nachschubgebiet hinter der Front;8500
abwertende, iron. Bez. für Soldaten, die sich meist in der Etappe aufhalten;8500
abwertende, iron. Bez. für Soldaten, die sich meist in der Etappe aufhalten;8500
abwertende, iron. Bez. für Soldaten, die sich meist in der Etappe aufhalten;8500
abwertende, iron. Bez. für Soldaten, die sich meist in der Etappe aufhalten;8500
Stockwerk;7710
(sch)...wenn bei Frauen unter dem Mantel...Kleid...Unterrock hervorschauen;5934
an der Wand befestigtes Stufengestell, Wandbrett für Bücher;7730
und so weiter;9400
sehr sauber und genau;6405
empfindlich;6280
ein lahmer, langsamer Mensch;5120
auf Waren aufgeklebter Zettel mit Fabrikationsmarke und Preisangabe;7600
einige, mehrere;9400
Ort im Kr. KU;8130
einst, vormals;9600
zum Keltern geeignete Birnenart;3120
(geflochtener) Dorfzaun, Bereich innerhalb des Dorfzaunes;8110
dünne Gerte oder Stange, Rute (bes. zum Flechten von Zäunen);7520
dünne Stangen für den Etterzaun;7520
mit Flechtwerk aus Zweigen verbinden;7520
Stange im (geflochtenen) Dorfzaun;7520
Steine zur Kennzeichnung des Dorfbannes;8221
Heckenzaun um das Gehöft;7410
wie schd »Etui;5932
(sch) Bett;7730
etwa, irgend, vielleicht, womöglich, hoffentlich, wohl;6450
was nicht näher bezeichnet wird (subst. Verwendung);1130
was nicht näher bezeichnet wird (attr. vor subst. Adj. u. Pron.);1130
was nicht näher bezeichnet wird (zur Verstärkung von bißchen);1130
was verhältnismäßig bedeutsam ist;9330
was geringfügig ist;9400
sich auf etwas vorher genanntes beziehend;9312
in Ausrufen;1230
sehr;9400
die Aussage bekräftigend;9400
jemand, irgend jemand;1130
Ausruf beim Niesen;1230
vor einem Subst.;8330
ohne Subst, wenn dieses aus dem Vorhergehenden ohne weiteres zu ergänzen ist;8330
/prädikativ gebraucht/;8330
männlicher VN;7110
der Vogel Eule;4220
Flugdrachen;7360
Mensch, der nächtlichem Vergnügen nachgeht, Nachtschwärmer;6110
Schimpfwort für eine unordentlich gekleidete, ungekämmte weibliche Person...;6134
Neckn;8150
Schreckgestalt für Kinder beim Dunkelwerden;7350
Mitspieler in dem...Fangspiel;7360
bis in den hellen Tag hinein schlafen;5600
hervorstehende Augen;5210
Neckn;8150
Ort im Kr. KL;8130
Buche bei KU-Rothsbg, in deren Asthöhlen Eulen nisteten;3110
Spottname für einen Forstbeamten, der gern (nächtlich?) jagt;7550
häßliches Gesicht;5210
Herz der Eule;4220
der Vogel Kauz;4220
wunderlicher Mensch, Sonderling;6110
häßlicher Kopf mit ungepflegtem Haar;5210
FlN;8140
Loch in der Scheunengiebelwand...von Eulen gern zum...Ausfliegen benutzt;7410
FlN;8140
gebogene Nase;5210
wie schd »Eulennest;4030
verächtlich von abgestandenem Bier und anderen Getränken;5920
der aus dem Volksbuch bekannte bäuerliche Schalk;8600
stets zu Streichen aufgelegter Mensch;7220
verrückter Mensch;6110
lustige Schelmenstreiche;7220
Wagen auf dem die Nachtschwärmer nach durchzechter Nacht...gefahren werden;7350
(sch) Schnaps;5920
Ort im Kr. BZ;8130
Milchdrüse bei Säugetieren;4100
die erste Milch nach dem Kalben der Kuh;4111
anschwellen (vom Dickwerden des Euters vor dem Kalben);4111
weibl. PN;7110
(RA) die biblische Eva (von weitläufiger Verwandtschaft);7100
die Blume Sturmhut (Aconitum);3500
weibl. VN;7110
weibl. VN;7110
weibl. VN;7110
weibl. VN;7110
weibl. VN;7110
wie schd »evangelisch;8820
wie schd »Evangelium;8820
ein Teil der Messe (bei Katholiken);8840
böses Frauenzimmer;6132
wie schd »eventuell;6450
/vom ewigen Leben/;8820
/von der ewigen Ruhe/;8820
/vom Leben nach dem Tode, im Neujahrswunsch/;8820
/vom ewigen Licht in der katholischen Kirche/;8830
die ewige Messe;8840
ewiges Wesen, vom jenseitigen Leben;8820
für alle Zeiten festgesetzt;8220
(W) von einem ruhelosen Menschen;6110
(W) Quecke (Triticum repens);3900
(W) Luzerne (Medicago sat.);3400
sehr lange, lästig lange dauernd (attr.);9600
sehr lange, lästig lange dauernd (adv.);9600
sehr lange, lästig lange dauernd (in festen Verbindungen);9600
sehr (steigernd);9400
die Pflanze Vinca minor;3500
Seelenjäger (Teufel?);8810
zeitliche Unendlichkeit in kirchlich-religiösem Sinne;8820
zeitliche Unendlichkeit in sonstiger Verw.;9600
sehr lange Zeit, unerträglich lange Zeit;9600
veraltet für ewig;9600
für alle Zukunft;9600
/(RA) wenn in einem Zug ausgetrunken wird/;5925
genau, pedantisch;6405
pünktlich, genau (Uhr);7500
Prüfung in der Schule;8400
Brezel, die das Kind früher nach der Schlußprüfung erhielt;8400
Probeschreiben bei der Schulprüfung;8400
Weck, den der Schüler nach der Schlußprüfung erhielt;8400
wie schd »examinieren;8400
der...Exerzierplatz, später Pferderennplatz, jetzt Vergnügungsplatz in Zweibr;8140
Beispiel;6430
Einzelstück, Probestück;9400
auf einen Zug austrinken;5925
militärisch üben;8500
ausführen, betreiben;6420
Anzug, in dem die Soldaten exerzieren;8500
wie schd »Exerzierplatz;8500
geistliche Übungen in der katholischen Kirche;8840
wie schd »Existenz;9100
vorhanden sein;9100
leben, mit den vorhandenen Mitteln auskommen;5910
mit einem Vorwand, extra zum Trotz;6405
Entschuldigungen, Ausflüchte, Vorwände;6333
Entschuldigungsformel;7351
in adv. Bestimmungen (mit einem Vorwand, aus Trotz, im Vorbeigehen);6405
Verlegenheitshusten;5560
Körbchen, das man als Vorwand beim Spazierengehen trägt;5932
abfertigen, befördern;7800
bekanntgeben;7200
Verwalter einer Poststelle;7840
schmerzstillende Flüssigkeit;5700
wie schd »Experiment;6430
Sachverständiger;6250
darlegen, erklären;7200
wie schd »explodieren;9230
wie schd »Explosion;9230
absichtlich, ausdrücklich, eigens, gerade deshalb;6405
zum Trotz;6333
Schnellzug;7830
Anwärter;8220
...Gerät...zum Vernichten des Unkrauts und Umreißen der Stoppeln;7402
den Boden mit dem Exstirpator bearbeiten;7402
besonders, gesondert;9311
zusätzlich;9400
eigens, ausdrücklich;9400
zum Trotz nicht, erst recht nicht;6333
von besonderer Art, von besonderer Qualität;9240
übertrieben reinlich und ordnungsliebend, pedantisch;6405
besonders gut;9240
wie schd »Extrabelohnung;7620
Sonderausgabe einer Zeitung;7595
Bote mit besonderem Auftrag;7800
wie schd »extrafein;9240
wie schd »Extragang;5530
etwas Besonderes;9240
von besonderer Art, von besonderer Qualität;9240
verwöhntes Kind;5830
wie schd »Extrapost;7840
(sch) für besondere Leute bestimmter Tanz;8740
Nebenzimmer im Gasthaus für besondere Gäste;5920
Prunkstube im Bauernhaus;7410
für besondere Leute bestimmter Tanz;8740
für besondere Leute bestimmter Tanz;8740
außergewöhnliche Unternehmung;6420
Besonderheit;6270
/(RA) wenn jemand besser als andere behandelt wird/;6332
wer sich für etwas Besonderes hält;6119
Nebenzimmer im Gasthaus für besondere Gäste;5920
Sonderzug;7830
d;7351
Ausschreitung, Rechtsverletzung;8300
Hinweis, Anregung;6460
sechster Buchstabe des Alphabets;8400
/(W) wenn man etwas hervorragend beherrscht/;6250
Buchstabe des Alphabets;8400
wie schd »Fabel;8600
Vorliebe, Neigung, Schwäche;6332
über etwas nachsinnen;6250
im Fieber reden, phantasieren;5700
Ungereimtes ersinnen und erzählen;6240
dummes, wirres Zeug reden;6270
Kalenderheiliger (20. Januar);8860
gleichzeitig regnen und schneien;2200
wie schd »Fabrik;7500
wie schd »Fabrikant;7500
wie schd »Fabrikarbeiter, Fabrikarbeiterin;7500
wie schd »Fabrikat;7500
vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
Fabrikarbeiter(in);7500
vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
abschätzig für Fabrikarbeiterin;7010
abschätzig für vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
Fabrikarbeiterin;7500
Fabrikarbeiter(in);7500
vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
Luft, die von einer Fabrik herüberweht;2300
junge Fabrikarbeiterin;7500
abschätzig für vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
vorwiegend von Fabrikarbeitern bewohntes Dorf;8110
Rat einer katholischen Kirchengemeinde;8870
wie schd »Fabriksschornstein;7500
Arbeitskittel für die Fabrik;5932
wie schd »Fabriksstadt;8120
fabrikmäßig herstellen;7500
recht und schlecht herstellen, zurechtbasteln;5520
dummes Zeug anstellen;6560
Fach in einem Möbelstück;7730
/mit Backstein bzw. Lattengeflecht gefüllter Raum zwischen Fachwerkbalken/;7710
Abteilung zwischen zwei Pfosten in Umzäunungen;9210
Strecke von Stein zu Stein...mit etwa 7 Weinstöcken;7470
Wehr in Gewässern;7900
Berufszweig;7500
Unterrichtsfach;8400
wie schd »Facharbeiter;7500
vom Flügelschlag der Bienen, die dem Bienenstock frische Luft zuführen;7460
wie schd »Fächer;5932
eine Gerstenart;3340
Schleier von Jungfrauen, Nonnen;5934
wie schd »Fachmann;7500
wie schd »Fachschule;8400
eingelegter Rebenschößling;7470
nur über fachliche Angelegenheiten sprechen;7200
Hauswand aus Fachwerk;7710
Rahmenbau der Häuser;7710
wie schd »Fachwerkbau;7710
wie schd »Fachwerkhaus;7710
Hauswand aus Fachwerk;7710
/mit Werg umwickelter, mit Pech bestrichener Stab, zur Beleuchtung dienend/;7760
Fackel aus Langstroh zum Decken des Daches;7710
unruhige, zu Narrheiten aufgelegte Person;6110
Mädchen, das sich gern herumtreibtr;6136
Narrenpossen, Unsinn;7220
rot wie das Feuer (Licht) einer Fackel;9231
bei Fackelschein fischen;7570
wer seine Gedanken nicht beisammen hat;7570
wer seine Gedanken nicht beisammen hat, flatterhafter, unruhiger Mensch;6110
Fieber;5700
unstet hin und her schwankend...unsicher im Denken und Handeln, zerfahren;6260
roter Kopf;5210
/fahriger, unbeständiger bzw. leicht aufbrausender bzw. unaufmerksamer Mensch;6110
zerstreut, unzuverlässig;6280
Königskerze (Verbascum thapsiforme);3500
mit etwas hin und her fahren;5520
